no,rank,isbn13,title,author,description,publisher,pub_date,img_url,emotion_score,color,category
277970280,459,9791190337403 ,격리된 아이,"지은이: 김소연,정명섭","우리학교 소설 읽는 시간 시리즈. 코로나바이러스가 관통한 현실 속, 세 아이의 숨 막히는 이야기. ‘자가 격리’와 ‘동선 조사’, ‘마스크’라는 우리에게 더 이상 낯설지 않은 소재들이 세 작가의 상상력과 만나 아주 특별한 작품으로 탄생했다.",우리학교,2020,https://image.aladin.co.kr/product/24689/52/cover/k992631595_1.jpg,-7178,7,청소년
277964669,914,9788937429750 ,"헛간, 불태우다",지은이: 윌리엄 포크너 ;옮긴이: 김욱동,"20세기 미국 문단을 대표하는 작가이자 미국 남부의 인습적이고 주술적인 세계를 정묘하게 그려 낸 소설가, ‘의식의 흐름’ 등 독자적이고 실험적인 수법을 과감히 도입한 혁신가, 두 차례의 퓰리처상, 전미도서상과 노벨 문학상을 석권한 거장, 윌리엄 포크너의 대표적 단편 소설을 엮었다.",민음사,2021,https://image.aladin.co.kr/product/26172/8/cover/8937429756_1.jpg,-1948,7,문학
277954331,429,9788954676328 ,우리가 진심으로 엮일 때 :이현수 소설,지은이: 이현수,삶이 뒤통수를 치는 망연자실한 순간까지도 너른 품으로 끌어안는 작가 이현수의 세번째 소설집 『우리가 진심으로 엮일 때』가 출간되었다. 내년이면 등단 30주년을 맞는 작가가 2014년부터 2020년까지 내공을 발휘해 써온 작품들을 한데 묶었다.,문학동네,2020,https://image.aladin.co.kr/product/25899/33/cover/8954676324_1.jpg,-1936,7,문학
277965932,227,9791166111983 ,추리소설가의 살인사건,저자: 히가시노 게이고 ;옮긴이: 민경욱,"히가시노 게이고라는 노련한 추리 작가만이 쓸 수 있는 블랙 코미디 작품집이다. 8개의 단편으로 묶인 이 작품집을 관통하는 주제는 ‘추리 소설가’, ‘편집자’, ‘독자’다. 각 단편의 주인공과 사건은 개별적인 작품이다.",소미미디어,2020,https://image.aladin.co.kr/product/25415/94/cover/k702633114_1.jpg,-1922,7,문학
277970971,235,9788965235934 ,"미국은 어떻게 망가지는가 - 분열주의로 얼룩진 미국의 철학, 문화, 역사","벤 샤피로 (지은이), 노태정 (옮긴이)","미국 보수 진영의 젊은 기수 벤 샤피로의 열세 번째 저서. 미국의 독립과 이후의 번영은 ‘하나의 미국’이라는 기치 아래서만 가능했으며, 미국의 하나됨을 거스르는 집단을 ‘분열주의자(Disintegrationists)’로 명명하고 비판하는 것이 책의 주된 내용이다.",기파랑(기파랑에크리),2021,https://image.aladin.co.kr/product/26892/73/cover/8965235936_2.jpg,-1903,7,학문
277964372,537,9791190403979 ,잘해봐야 시체가 되겠지만 :유쾌하고 신랄한 여자 장의사의 좋은 죽음 안내서,지은이: 케이틀린 도티 ;옮긴이: 임희근,"저자가 20대에 여성 장의사로서 장례업계에서 6년간 경험한 것들이 생생하게 담겨 있다. 시체 한 구 한 구에 얽힌 흥미진진한 에피소드와 함께, 시신을 운반하고 화장하는 과정을 따라가다 보면, 저자와 함께 재로 가득한 화장장을 거니는 듯한 간접 경험을 하게 될 것이다.",반비,2020,https://image.aladin.co.kr/product/22875/94/cover/k622636844_1.jpg,-1889,7,학문
277971312,514,9788954651936 ,시인장의 살인,이마무라 마사히로 지음 ;김은모 옮김,데뷔작이라고는 믿을 수 없을 정도로 화려한 수상 이력을 자랑하는 신인 작가 이마무라 마사히로 소설. 대학 동아리 합숙에서 예기치 못한 사태로 펜션에 갇히고 만 대학생들 사이에서 벌어지는 연쇄살인을 그린 본격 미스터리 소설이다.,문학동네,2018,https://image.aladin.co.kr/product/15602/94/cover/8954651933_1.jpg,-1879,7,문학
277962107,261,9791158883737 ,내가 죽기 일주일 전 :내가 죽기 일주일 전 네가 내게 돌아왔다,지은이: 서은채,오래 전에 죽은 첫사랑이 저승사자가 되어 찾아오는 이야기를 그린 감성 미스터리 판타지 소설. '저승사자는 사랑하는 사람의 모습을 하고 찾아온다'라는 무서움과 호기심을 동시에 불러일으키는 문구로 시작되는 이 작품은 황금가지의 온라인 소설 플랫폼 브릿G 연재를 통해 계약된 최초의 경장편이기도 하다.,황금가지,2018,http://image.aladin.co.kr/product/13739/44/cover/k762532827_1.jpg,-1855,7,문학
277963342,368,9791189099152 ,살인자의 정석,지은이: 김동식,"김동식 소설집 7권. 카카오페이지에 연재되어 30만 독자를 사로잡았던 이야기들과 미공개작을 모았다. 앞뒤 설명 없이 사건으로 뛰어드는 스토리, 단숨에 읽히는 속도감, 기기묘묘한 반전까지. 김동식 소설의 재미를 극한으로 끌어올린 26편의 단편이 실렸다.",요다,2019,https://image.aladin.co.kr/product/18601/10/cover/k842635065_1.jpg,-1313,7,문학
277969391,569,9788954612128 ,설계자들 :김언수 장편소설,지은이: 김언수,"2006년 심사위원 만장일치로 제12회 문학동네소설상을 수상한 김언수 작가의 2010년작. 돈을 받고 누군가의 죽음을 의뢰받아 이를 깔끔하게 처리할 수 있게끔 전체적인 구성을 짜는 '설계자'. 이 설계자들로부터 돈을 받고 이를 깔끔하게 처리하는 사람이 '암살자'다. 소설은 설계자와 암살자, 그리고 그들 사이에서 하나씩 사라져가는 사람들의 이야기로 채워져 있다.",문학동네,2010,http://image.aladin.co.kr/product/759/82/cover/8954612121_1.jpg,-2446,7,문학
277963211,368,9788974839079 ,그럼에도 일본은 전쟁을 선택했다 :청일전쟁부터 태평양전쟁까지,가토 요코 지음 ;이승혁 옮김,일본의 저명한 역사학자인 도쿄대학 가토 요코 교수는 일본의 역사를 세계사와 관련지어 설명하는 방식으로 중고생 대상 특강을 진행했다. 그럼에도 일본은 전쟁을 선택했다는 그 강의를 책으로 엮은 결과물이다.,서해문집,2018,http://image.aladin.co.kr/product/10044/20/cover/8974839075_1.jpg,-1836,7,학문
277970579,842,9788933801741 ,나목 :박완서 장편소설,지은이: 박완서,"박완서 소설전집 결정판' 1권 나목. 1.4후퇴 후, 암담하고 불안한 시기에 텅 빈 서울에 남겨진 사람들의 전쟁의 상흔과 사랑, 예술에 대한 사랑 등 생생한 이야기를 PX 초상화부에 근무하는 스무 살 여성의 시각에서 담아낸 이 작품은, 박완서 작가가 스무 살에 PX 초상화부에 근무하며 만난 故박수근 화백을 떠올리며 쓴 소설이다.",세계사,2012,http://image.aladin.co.kr/product/1494/44/cover/893380174x_1.jpg,-1344,7,문학
,,,,,,,,,,,
,,,,,,,,,,,
