no,rank,isbn13,title,author,description,publisher,pub_date,img_url,emotion_score,color,category
277955606,558,9788956186412 ,잠잠깨비,글·그림: 이연실 ;빛그림: 김향수,"'반달 그림책' 1권. 잠잠깨비, 당당깨비, 쑥쑥깨비! 밤마다 아이 방에 찾아와 키를 키우는 깨비들이다. 깨비들은 아이들이 잠들었나 안 들었나 알 수 있는 소리통을 곁에 두고 잠을 잔다.",킨더랜드,2013,http://image.aladin.co.kr/product/3360/98/cover/8956186413_1.jpg,-29726,7,아동
277956621,477,9788970940540 ,손이 나왔네,하야시 아키코 글·그림 ;이영준 옮김,혼자 옷을 입어 보려 애쓰는 아이의 모습을 담은 생활 그림책. '내가 할 거야'라고 말하기 좋아하는 아이의 모습이 그대로 드러나 있다.,한림출판사,2004,https://bookthumb-phinf.pstatic.net/cover/001/757/00175726.jpg?type=m1&udate=20180619,-26570,7,아동
277968044,334,9788994780801 ,내 아이가 힘겨운 부모들에게,오은영 지음,"내 아이의 마음과 행동을 이해하고 싶고, 다가가고 싶고, 더 사랑해 주고 싶지만 뜻대로 되지 않아 어쩔 줄 몰라 하는 이 시대 모든 사춘기 아이의 부모들을 위한 책이다.",녹색지팡이&프레스,2015,http://image.aladin.co.kr/product/5443/71/cover/8994780807_2.jpg,-24242,7,가정
277954132,429,9788901052922 ,괜찮아,최숙희 지음,아이에게 놀림받았던 동물들은 아이에게 반문한다. '그럼 너는?' 잠시 당황한 아이가 생각에 잠긴다. 아이는 뭘 잘 할 수 있을까? 아이는 자기만이 할 수 있는 것을 생각해 낸다. 세상에서 가장 크게 웃을 수 있는 것! 그 건강한 웃음이 바로 아이의 가장 특별한 능력이자 자랑이다.,웅진씽크빅,2005,https://bookthumb-phinf.pstatic.net/cover/060/252/06025214.jpg?type=m1&udate=20160226,-23208,7,아동
277966258,535,9788992704526 ,수박만세,글 그림: 이선미,"글로연 그림책 10권. 아이는 삼킨 수박씨가 뱃속에서 자라날 것만 같다는 생각이 걱정으로 커지고 커져 잠을 이루지도 못한다. 그런데 그 순간, 아이의 입에서 싹이 돋아나고 쑥쑥 자라나 수박이 주렁주렁 열려버리는데….",글로연,2017,http://image.aladin.co.kr/product/10100/56/cover/8992704526_1.jpg,-19489,7,아동
277966060,366,9788901158655 ,가르치고 싶은 엄마 놀고 싶은 아이,오은영 지음,"내 아이에 대한 당혹스러운 첫 실망을 겪게 되는 유아기, 아이와의 본격적인 공부 전쟁에 돌입하는 초등기. 이 두 시기를 놓치면 아이 공부는 걷잡을 수 없이 꼬인다. 부모는 열심히 가르쳤는데 아이는 왜 공부를 못할까. 저자는 너무 많이, 너무 빨리 시켰기 때문이라고 말한다.",웅진씽크빅,2013,https://bookthumb-phinf.pstatic.net/cover/072/591/07259116.jpg?type=m1&udate=20170906,-17352,7,가정
277956671,477,9788993143942 ,오늘은 돈가스 카레라이스,오승민 (지은이),"산만한 아이, 사고뭉치, 말 안 듣는 아이로 여겨지는 진우의 이야기를 통해 ADHD를 가진 아이들을 이해하도록 돕는다. 그리고 스스로도 자신을 이해하지 못해 힘들어하는 아이들에게 넌 나쁜 아이가 아니라고, 조금 다를 뿐이라고 말해 준다.",한울림스페셜,2021,https://image.aladin.co.kr/product/26204/7/cover/8993143943_1.jpg,-17111,7,아동
277958276,485,9788943308612 ,뱀이 좋아,황숙경 지음,"보림창작그림책공모전 수상작 시리즈 15권. 어른들의 편견을 뛰어넘는 아이의 순수함을 담은 그림책이다. 부모는 뱀이 세상에서 가장 사나운 동물이라고 말하고, 아이는 뱀이 먼저 건드리지 않으면 물지 않는 순한 양이라고 말한다. 아이는 부모가 말한 내용을 하나씩 짚으면서 옳지 않다는 것을 들려준다. 제11회 보림창작그림책공모전에서 우수상을 받은 작품이다.",보림출판사,2011,http://image.aladin.co.kr/product/1138/20/cover/8943308612_1.jpg,-16890,7,아동
277944603,864,9788925569109 ,말투를 바꿨더니 아이가 공부를 시작합니다 :아이를 서울대에 보낸 부모가 20년간 정리한 공부자극 말습관,"정재영,이서진 지음",《왜 아이에게 그런 말을 했을까》로 큰 사랑을 받았던 저자가 지난 20년간 아이를 ‘열공’으로 이끈 말습관을 총정리했다. ‘아이에게 상처 주지 않으면서 성적을 올리는 부모의 말’이 주제다.,RHK(알에이치코리아),2020,https://image.aladin.co.kr/product/23451/86/cover/8925569108_1.jpg,-16719,7,가정
277942586,716,9788930259132 ,약간 세지 뭐,글: 남미영 ;그림: 김현,"꾸러기곰돌이 인성그림책 3권 '회복탄력성' 편. 이 책의 제목 약간 세지 뭐는 생쥐의 말로, 친구들의 문제해결을 도와준 원동력이기도 하다. 어른들만 문제를 해결하는 것이 아니라 어린 아이도 할 수 있다는 걸 작은 생쥐를 통해 보여 주고 있다.",예림당,2014,http://image.aladin.co.kr/product/3974/58/cover/8930259138_1.jpg,-16561,7,아동
277967498,753,9788962229806 ,완벽한 아이 팔아요,미카엘 에스코피에 글 ;박선주 옮김,부모의 역할에 힘들고 지친 모든 어른들과 또 잘해야 하는 게 너무 많은 아이들에게 위로의 메시지를 주는 그림책이다. 어느 날 뒤프레 부부는 대형 마트를 찾는다. 아이를 하나 사려고 말이다. 진열되어 있는 수많은 아이 중 부부는 그토록 원하던 ‘완벽한 아이’를 사는데….,길벗스쿨,2017,http://image.aladin.co.kr/product/10649/18/cover/8962229803_1.jpg,-16544,7,아동
277959223,481,9791166830020 ,요괴의 아이를 돌봐드립니다 2,"히로시마 레이코 (지은이), 미노루 (그림), 김지영 (옮긴이)","전천당 작가의 더 강력해진 상상력! 눈을 뗄 수 없는 흥미진진한 요괴 세계가 열린다. 포식자 요괴에게 맞서, 요괴 아이를 지켜낸 야스케. 그 공을 인정받아, 이번엔 정식 요괴 아이 돌보미가 된다. 이번엔 어떤 아이가 올까?",넥서스BOOKS,2021,https://image.aladin.co.kr/product/26308/68/cover/k942738503_1.jpg,-16343,7,아동
277962347,455,9788954444743 ,착한 아이 백천수 씨 :손서은 장편소설,지은이: 손서은,그리스를 배경으로 한 소설 테오도루 24번지로 ‘문학동네 청소년문학상’을 수상한 손서은 작가. 그가 이번에는 아프리카로 떠났다. 착한 아이 백천수 씨는 케냐로 자원봉사를 떠난 ‘착한 아이’ 천수가 뜻밖의 사건에 휘말리는 이야기다.,자음과모음,2020,https://image.aladin.co.kr/product/24824/2/cover/8954444741_1.jpg,-15974,7,청소년
277944307,516,9788937810831 ,방귀 만세,후쿠다 이와오 글·그림;김난주 옮김,"우리가 늘 보아오던 것과 다를 바 없는 교실. 30여 명의 아이들이 둘씩 짝을 지어 나란히 앉아 있다. 신발을 벗고 있는 아이, 쪽지를 보내는 아이, 짝이랑 소근대는 아이... 그 교실에 난데없이 '뿌웅'하는 커다란 소리가 들린다. 화면에 한 가득 차 있는 아이들의 눈이 모두 동그래진다.",대한교과서,2001,http://image.aladin.co.kr/product/4460/52/cover/6000754545_1.jpg,-15900,7,아동
277952619,845,9788934970057 ,호두껍질 속의 에디,안네 가우스 글·그림 ;함미라 옮김,무언증을 갖고 있는 아이를 ‘호두껍질을 쓰고 있는 아이’로 표현한 동화이다. 선택적 무언증 아이를 가진 부모가 아이의 치료 경험을 동화로 만들었다. 책을 읽는 아이들의 눈높이에서도 무언증을 극복할 힌트를 깨닫는 좋은 본보기가 될 것이다.,김영사,2015,http://image.aladin.co.kr/product/5410/42/cover/8934970057_1.jpg,-15423,7,아동
277951555,645,9788949110615 ,조각이불,앤 조나스 글·그림;나희덕 옮김,"아이의 상상력이 이끄는 판타지의 세계를 잘 보여주는 그림책이다. 아이의 자취가 배어있는 헌옷과 옷감으로 만든 새 이불을 덮고 잔 그날 밤, 아이는 환상 속의 세계를 여행한다.",비룡소,2001,http://image.aladin.co.kr/product/26/38/cover/894911061x_2.jpg,-15423,7,아동
277957154,337,9791165731373 ,끼인 날,김고은 (지은이),한 아이가 집으로 가고 있는데 하얀 개가 하얀 구름 사이에 끼어 있다. 아이는 사다리를 타고 올라가 강아지를 데리고 내려왔다. 다음 날에는 슈퍼 할머니의 주름살 사이에 모기가 주둥이가 끼어 울고 있었다. 아이는 살금살금 다가가 주름살을 벌려 모기를 구해 주는데….,천개의바람,2021,https://image.aladin.co.kr/product/26854/71/cover/k842730599_1.jpg,-14344,7,아동
277954488,429,9791130633442 ,작은 일에 상처받지 않고 용기 있는 아이로 키우는 법 :마음이 단단한 아이를 위한 43가지 대화습관,스즈키 하야토 지음 ;옮긴이: 이선주,"아이의 평생 가는 자존감을 키우기 위해 특히 초등 시기 부모의 말 습관이 중요함을 강조한다. 일상에서 무심코 건넨 한마디가 아이의 의욕을 꺾을 수도, 반대로 아이의 자존감을 높일 수도 있다. 이 책에서는 ‘의욕’, ‘자신감’, ‘용기’, ‘주체성’이라는 네 가지 주제로 아이의 의욕을 끌어내는 방법을 심리학과 뇌과학을 근거로 소개한다.",다산북스,2020,https://image.aladin.co.kr/product/25685/13/cover/k622735343_1.jpg,-14195,7,가정
277966338,597,9791159099472 ,"첫째 아이 마음 아프지 않게, 둘째 아이 마음 흔들리지 않게",이보연 지음,"육아 멘토 이보연 소장의 책으로, 첫째 아이에게 꼭 맞는 사랑과 둘째 아이에게 필요한 관심을 보내는 교육법을 알려준다. 또한 출생 순서에 따라 다른 기질을 보이는 아이에게 맞춘 양육의 기술을 전해준다.",교보문고,2018,https://image.aladin.co.kr/product/17452/77/cover/k602534104_1.jpg,-14076,7,가정
277958143,322,9791158710453 ,엄마가 너에 대해 책을 쓴다면,스테파니 올렌백 글 ;김희정 옮김,엄마로서 아이를 키우며 느끼는 사랑의 감정과 부모로서 아이를 향한 바람과 격려를 담은 그림동화이다. 잠자리에 드는 아이에게 들려주기 알맞은 내용과 분량이지만 사실 아이가 잠들고 나서 부모 홀로 음미하기에도 좋은 책이다.,청어람미디어,2017,http://image.aladin.co.kr/product/10808/15/cover/k472530453_1.jpg,-13792,7,아동
277965926,227,9788955823295 ,엄마가 정말 좋아요,미야니시 다쓰야 글·그림 ;이기웅 옮김,"'고 녀석 맛있겠다' 시리즈의 작가 미야니시 다쓰야의 작품으로, 일상에서 아이가 본 엄마의 모습과 아이가 바라는 엄마의 모습을 대비시켜, 아이가 차마 하지 못했던 말을 아이의 목소리로 이야기한다.",길벗어린이,2015,http://image.aladin.co.kr/product/6024/23/cover/8955823290_1.jpg,-13564,7,아동
277942556,716,9788928315857 ,뽑기의 달인,윤해연 글 ;안병현 그림,"일기장이나 수첩에 살짝 담아 두고 싶은 개성 넘치는 여섯 개의 이야기. 예쁜 아이, 말을 잘하지 못하는 아이, 재미있는 아이, 용기가 부족한 아이…… 모두가 주인공인 듯, 아닌 듯 함께 살아가는 개성 만점의 이야기들이 펼쳐진다.",좋은책신사고 좋은책어린이,2017,https://image.aladin.co.kr/product/11844/83/cover/8928315859_1.jpg,-13560,7,아동
277955293,558,9788901088877 ,너도 갖고 싶니?,글·그림: 앤서니 브라운 ;옮김: 허은미,"앤서니 브라운의 1980년 작. 조용한 아이 샘과 늘 자기가 가진 것을 자랑하는 아이 제레미, 두 아이에 대한 그림책이다. 제레미는 아이라면 필요한 모든 것을 다 가지고 있는 것처럼 보인다. 새 자전거, 새 축구공, 봉지에 한가득 담긴 막대 사탕, 고릴라 가면에다 해적 놀이 용품까지……. 하지만 샘은 아무것도 없다.",웅진씽크빅,2008,https://bookthumb-phinf.pstatic.net/cover/049/358/04935812.jpg?type=m1&udate=20180704,-13160,7,아동
277955621,558,9788958287551 ,깜박깜박 도깨비,글·그림: 권문희,"옛이야기 그림책 시리즈 13권. 옛날에 부모 없이 혼자서 근근이 살아가는 아이가 하나 있었다. 하루는 아이가 밤늦도록 일하고서 집에 가는데, 누가 “얘, 나 돈 서 푼만 꿔 줘.” 하고 말을 걸었다. 가만 보니 발이 없어 이게 도깨비로구나 싶은데….",사계절출판사,2014,http://image.aladin.co.kr/product/4089/35/cover/8958287551_1.jpg,-13146,7,아동
277961650,577,9788943304799 ,감기 걸린 날,김동수 글·그림,"추운 겨울, 엄마는 아이에게 오리털이 든 따뜻한 점퍼를 사준다. 그날 밤, 아이는 꿈 속에서 털없는 오리를 만나 자신의 점퍼에 든 오리털을 나누어 준다. 그런 후, 오리들과 언덕으로 달려가 신나게 논다. 썰매도 타고, 숨바꼭질도 하고. 다음 날, 아이는 감기에 걸린다.",보림출판사,2008,http://image.aladin.co.kr/product/39/5/cover/894330479x_2.jpg,-13062,7,아동
277951285,365,9791155251119 ,엄마는 너를 위해,글: 박정경 ;그림: 조원희,자폐성 장애를 가진 아이를 키우는 작가는 장애가 부족함이 아니라 ‘다름’이라는 걸 이야기한다. 저마다 다른 모습을 지닌 아이의 마음을 이해하려고 할 때 아이와 엄마는 함께 더 행복해질 수 있다는 걸 보여 준다.,낮은산,2019,https://image.aladin.co.kr/product/17907/94/cover/k162534932_1.jpg,-12739,7,아동
277966269,535,9791164060306 ,과자가 되고 싶은 피망,이와카미 아이 글 그림 ;고향옥 옮김,"길벗스쿨 그림책 14권. 작가 이와카미 아이는 유아 교실에서 아이들을 가르치면서, 피망을 싫어하는 아이를 보고 과자가 되고 싶은 피망 그림책을 기획했다. 피망을 비롯해 채소를 먹기 싫어하는 아이에게 음식에 대한 재미난 상상력을 심어 주기 위해서다.",길벗스쿨,2019,https://image.aladin.co.kr/product/19929/30/cover/k052635740_1.jpg,-12600,7,문학
277958395,485,9788991550544 ,절대로 실수하지 않는 아이,"마크 펫,노경실 옮김","실수의 중요성을 일깨워주고, 아이들에게 자존감을 심어주는 책. 지금의 우리 아이들을 꼭 닮은 ‘절대로 실수하지 않는 아이’의 모습을 통해 실수의 중요성을 깨닫게 해주는 책이다.",두레아이들,2014,http://image.aladin.co.kr/product/3997/99/cover/8991550541_1.jpg,-12395,7,아동
277955197,257,9791158361044 ,언니는 돼지야 :신민재 그림책,[지은이]: 신민재,"그림책이 참 좋아 51권. ‘잘난’ 언니 때문에 속앓이를 하는 아이의 이야기다. 어른들이 야무진 언니를 보고 배우라고 할 때마다, 친구들이 예쁜 언니가 있어서 부럽다고 할 때마다, 아이는 속이 뒤틀리고 입이 근질거리는데….",책읽는곰,2018,https://image.aladin.co.kr/product/16592/72/cover/k932533957_1.jpg,-12384,7,아동
277950533,787,9788901249704 ,숨이 차오를 때까지,진보라 (지은이),"제3회 웅진주니어 그림책 공모전 수상작. 오늘은 1,200미터 오래달리기를 하는 날. 다섯 아이가 긴장된 표정으로 출발선에 선다. 탕! 출발 신호가 울리고 모두 힘차게 뛰어나간다. 다섯 아이는 포기하고 싶은 마음을 이겨 내고 끝까지 달릴 수 있을까?",웅진주니어,2021,https://image.aladin.co.kr/product/26837/59/cover/8901249707_1.jpg,-12247,7,아동
277952097,318,9788998482695 ,콩 한 알과 송아지,한해숙 글 ;김주경 그림,콩 한 알을 송아지로 바꾼 지혜로운 막내딸 이야기. 아이가 “지혜가 뭐예요?”라고 묻는다면 이 책을 선물하자. 한창 자라나는 아이에게는 부모의 백 마디 설명보다 한 권의 감동적인 이야기책이 더 큰 가르침과 깨달음을 주는 법이다.,appletree tales(애플트리태일즈),2015,https://bookthumb-phinf.pstatic.net/cover/093/327/09332794.jpg?type=m1&udate=20150729,-12238,7,아동
277955850,117,9788949110486 ,고릴라,앤서니 브라운,"아이의 꿈이 하루 밤의 꿈이라는 환상을 통해 묘사되어 있는 틀거리는 물론 재미있다. 하지만 그보다 아빠가 바쁘다며 아이를 거부할 때 혼자 외롭게 서있는 아이의 모습이나, 아빠가 놀아주지 않아 혼자서 방구석에 박혀 텔레비전만 멍하니 바라보고 있는 장면은 압권이다.",비룡소,1998,https://bookthumb-phinf.pstatic.net/cover/001/834/00183464.jpg?type=m1&udate=20131023,-11993,7,아동
277972419,359,9788992704793 ,진짜 내 소원,글 그림: 이선미,"아이가 호리병을 문지르자, 소원을 들어준다는 지니가 나타나 세 가지 소원을 말하라고 한다. 아이는 자신에 대해 알아보는 시간을 갖기 위해 세 번째 소원은 일 년 뒤에 말하겠다고 한다. 일 년이 지난 뒤 아이는 세 번째 소원을 말하려 지니를 부르는데….",글로연,2020,https://image.aladin.co.kr/product/25853/84/cover/8992704798_1.jpg,-11966,7,아동
277955485,558,9788949110509 ,세상에서 가장 큰 아이,케빈 헹크스 글;이경혜 옮김,"세상에서 가장 큰 아이가 되면 어떤 기분일까? 무슨 재미있는 일을 할 수 있을까? 이 책은 세상에서 가장 큰 아이가 된 빌리를 그림 전면에 커다랗게 배치하고, 그와 대조적으로 나무와 호수와 집 등 주위 배경은 장난감처럼 조그맣게 그려 인물을 더욱 강조하고 있다.",비룡소,1999,http://image.aladin.co.kr/product/18/83/cover/8949110504_2.jpg,-11941,7,아동
277951494,645,9788936458980 ,아이의 방문을 열기 전에 :10대의 마음을 여는 부모의 대화법,이임숙 지음,"‘엄마의 말 공부’ 이임숙 소장이 사춘기 아이와의 관계를 개선하고 힘겨워하는 아이를 도와주고 싶은 부모들에게 전하는 이야기를 담았다. 우리 아이의 말과 행동이 정상인지, 혹은 아이에게 문제가 있는 것인지, 부모가 어떻게 해야 아이가 변화할지 궁금하고 답답한 부모들에게 현실적이고 구체적인 방안을 제시한다.",창비,2019,https://image.aladin.co.kr/product/19832/24/cover/8936458981_3.jpg,-11916,7,가정
277965931,227,9791165212650 ,"내가 들어보지 못해서, 아이에게 해주지 못한 말들 :5,000가정을 변화시킨 정신과 의사의 따뜻한 대화 습관 28",다나카 시게키 지음 ;장민주 옮김,"저자가 20여 년간 마음 아픈 아동과 그들의 부모들을 상담하며 깨달은 부모 말 사용법, 상처의 대물림을 끊고 아이의 잠재력을 키워주면서도 아이를 따뜻하게 감싸주는 말들을 담았다.",길벗,2020,https://image.aladin.co.kr/product/25051/32/cover/k402632644_1.jpg,-11823,7,가정
277955130,257,9788965591351 ,김치괴물,글: 이선일 ;그림: 김수옥,"아이와 함께 책을 읽으며 평소 아이가 김치에 대해, 시금치와 콩에 대해 어떤 생각을 갖고 있었는지 알 수 있다. 맵다고만 생각하던 김치, 아무 맛도 모르겠던 시금치, 까끌까끌 부스러지던 콩이 아이들에게 조금은 다르게 다가올 것이다.",푸른날개,2016,http://image.aladin.co.kr/product/8933/75/cover/896559135x_1.jpg,-11806,7,아동
277955666,558,9788962472110 ,동네에서 제일 못된 아이,글·그림: 단지 아키코 ;옮김: 유문조,"우리 주변에 한 명쯤은 존재하는 심술쟁이 아이에 대한 이야기이다. 심술쟁이는 동네 아이들이 괴로워하는 모습을 보는 게 가장 재미있다. 그래서 매일 아이들을 골탕 먹이는데, 유령이 이 장면을 보고는 심술쟁이에게 아이들 괴롭히는데 힘을 합치자고 제안하는데….",위즈덤하우스 미디어그룹,2020,https://image.aladin.co.kr/product/23346/17/cover/8962472112_1.jpg,-11672,7,아동
277944575,864,9788901154633 ,울어도 괜찮아!,윤여림 글 ;변정연 그림,책의 첫 페이지를 펼쳐든 순간부터 마지막 장을 덮을 때까지 한 아이의 성장 앨범을 보는 듯 흐뭇한 미소가 지어지는 그림책이다. 책을 읽는 아이는 자신과 비슷하게 웃고 웃는 주인공의 모습에 공감하며 위안과 안도감을 얻을 것이다.,웅진씽크빅,2013,http://image.aladin.co.kr/product/2420/10/cover/8901154633_1.jpg,-11582,7,아동
277955594,558,9788955823806 ,"도와줘, 나 좀 꺼내 줘!",세드릭 라마디에 글 ;조연진 옮김,아이가 책과 자연스럽게 가까워질 수 있도록 도와주는 즐거운 책놀이 그림책이다. 특별한 장치가 없어도 아이는 책을 읽으며 끝없이 상상의 나래를 펼친다. 책이 움직이는 대로 이리저리 어리둥절한 얼굴로 휘청거리는 늑대의 모습에 아이들은 시간가는 줄 모르고 즐거워한다.,길벗어린이,2017,http://image.aladin.co.kr/product/10095/89/cover/8955823800_1.jpg,-11577,7,아동
277957609,762,9788936455354 ,나무가 자라는 빌딩 :윤강미 그림책,지은이: 윤강미,"윤강미 작가의 『나무가 자라는 빌딩』은 씨앗 한 알 같은 아이의 상상이 회색도시를 초록빛으로 바꾸는 모습이 시원하게 펼쳐지는 그림책입니다. 어느 날, 도시의 아파트에서 사는 한 아이가 '자기만의 집'을 상상하며 그림을 그려요. 아이는 꽃이 마법처럼 자라는 놀이터, 맑은 공기를 내뿜는 식물 연구소...",창비,2019,https://image.aladin.co.kr/product/17860/11/cover/8936455354_1.jpg,-11186,7,아동
277960609,872,9788950988562 ,(책임감이 자라는) 고양이 탐구 생활,글·그림: 고돌댁,아이부터 부모님까지 온 가족이 함께 읽는 반려동물 입문서. 고양이를 처음 만나는 아이와 부모님 모두 쉽고 재미있게 고양이 기르기를 배울 수 있는 책이다. 귀엽다는 이유로 개나 고양이를 키우려는 아이에게 반려동물 돌보기에 따른 책임을 일깨우고 생명을 소중히 여기는 마음을 길러 준다.,아울북(북이십일 아울북),2020,https://image.aladin.co.kr/product/24615/9/cover/8950988569_1.jpg,-11152,7,아동
277942334,394,9788998110130 ,(꿈꾸는) 변신대왕,글·그림: 이지선,"꿈에 대한 아이의 상상과 어른의 기대감 사이의 언밸런스를 위트 있게 포착한 그림책이다. 아이는 멋대로 상상하고, 어른은 거기에 의미를 부여한다. 성장을 둘러싸고 교차되는 아이와 어른의 심리를 살짝살짝 엿보는 것이 이 그림책의 묘미이다.",장영,2013,http://image.aladin.co.kr/product/3000/18/cover/899811013x_2.jpg,-11039,7,아동
277954881,131,9788957913796 ,콧구멍을 후비면,글·그림: 사이토 타카코;옮김: 안미연,"콧구멍을 후비고, 이 닦기 싫어하고, 손가락을 빨고, 배꼽을 쑤시는 등 아이들의 나쁜 생활 습관을 바로 잡는 그림책이다. 책 속 아이가 콧구멍을 후비면 콧구멍이 주먹만큼 커지고, 이를 닦지 않으면 이가 다 빠져버리는 등 상상력 넘치는 그림으로 아이들의 습관을 다잡아 주는 내용을 담았다.",애플비,2006,http://image.aladin.co.kr/product/63/58/cover/8957913793_2.jpg,-10980,7,아동
277951438,645,9788932374178 ,내가 연필깎이라면?,후쿠베 아키히로 글 ;엄혜숙 옮김,"내가 만약 학용품으로 변한다면 어떤 일이 벌어질까? 아이의 상상이 한창 꽃을 피우고 난 뒤에는 하루 종일 학용품들이 이렇게나 애쓰고 있구나, 헤아려 보는 마음이 씨앗처럼 남아 책을 덮고 나서 더 많은 상상의 싹이 움트는 그림책이다.",현암사,2016,https://bookthumb-phinf.pstatic.net/cover/106/528/10652810.jpg?type=m1&udate=20160601,-10848,7,아동
277952548,845,9788901233376 ,비 안 맞고 집에 가는 방법,글·그림: 서영,"먹구름이 몰려오는 사실도 모른 채, 뽑기 기계 앞에서 열중하고 있는 진지한 뒷모습. 원하는 캡슐을 모두 뽑은 걸까? 뽑기 캡슐을 한 아름 안은 아이의 모습이 어딘가 모르게 든든해 보이기까지 한다. 그때, 머리 위로 톡톡 비가 쏟아지기 시작하는데….",웅진씽크빅,2019,https://image.aladin.co.kr/product/20004/82/cover/8901233371_1.jpg,-10818,7,아동
277956514,477,9788955822892 ,손가락 문어,구세 사나에 글·그림 ;이기웅 옮김,손가락 빠는 버릇이 있는 아이가 손가락 문어가 나타나자 자신의 의지로 습관을 고치는 이야기를 담은 그림책이다. 흔히 있는 습관을 고치는 과정에서 자존감이 높아지는 아이의 모습을 잘 보여주는 작품이다.,길벗어린이,2014,https://bookthumb-phinf.pstatic.net/cover/074/368/07436819.jpg?type=m1&udate=20161119,-10805,7,아동
277966049,331,9791160507973 ,아이 마음에 상처 주지 않는 습관 :내 아이를 위한 따뜻한 심리학 공부,이다랑 지음,"부모가 아이를 미워해서가 아닌, 보통의 부모들이 아이 마음이 성장하는 과정을 제대로 알 기회가 없었고, 더불어 부모 자신의 마음 상태에 대해 깊이 생각해볼 여유가 없었기 때문이라고 이야기한다. 심리학을 누구나 이해하기 쉽게 풀어내어 아이의 마음이 어떻게 자라나는지를 안내하고, 그 과정에서 나타나는 ‘문제 행동처럼 보이는 아이의 행동’들을 해석해준다.",길벗,2019,https://image.aladin.co.kr/product/19322/43/cover/k152635406_1.jpg,-10755,7,가정
277951046,196,9791189499099 ,분수가 뭐야?,"김성화,한성민 그림",내 아이에게 가장 먼저 읽히고 싶은 수학책!〈만만한수학〉 시리즈 네 번째 책 〈분수가 뭐야?〉와우! 분수를 이렇게 배울 수 있다면!“너는 이제 굉장한 수를 배울 거야. 처음 보는 수! 놀라운 수!”분수가 어려워?분수는 초등 수학교과과정에서 더하기 빼기를 겨우 배운 아이들이 첫 번째로 마주하게 되는...,만만한책방,2020,https://image.aladin.co.kr/product/23545/17/cover/k242638021_1.jpg,-10616,7,아동
277954593,429,9791164631681 ,"코를 잃어버린 아이, 또이",신지은 글 ;장경혜 그림,두뼘어린이 12권. 또이가 소원을 빌려고 신들의 축제에 다녀왔다. 또이는 앙코르 와트 사원 입구에서 팔찌는 파는 아이다. 열 살밖에 되지 않았지만 생계를 책임지는 아이다. 천년의 사원 앙코르 와트에서 또이의 이상하고 아름다운 모험이 펼쳐진다.,키즈엠,2020,https://image.aladin.co.kr/product/24410/10/cover/k202630523_1.jpg,-10554,7,아동
277955213,257,9791160947250 ,내 마음 ㅅㅅㅎ - 제1회 사계절그림책상 대상 수상작,김지영 (지은이),"제1회 사계절그림책상 대상 수상작. 어느 날, 한 아이에게 찾아온 낯설고 이상한 마음. 세상에서 가장 좋아하는 아이스크림도 맛없고, 갑자기 모든 게 시시해진다. 아이에게 무슨 일이 일어난 걸까?",사계절,2021,https://image.aladin.co.kr/product/27073/71/cover/k332731588_1.jpg,-10477,7,아동
277966688,969,9788928315727 ,내 이름이 어때서,조성자 글 ;허구 그림,"이름처럼 이기적인 성향이 짙은 아이, 이름만큼 나누면서 살지 못하던 아이, 장난꾸러기지만 이름처럼 마음이 선한 아이가 몇 가지 사건을 겪는 동안 조금씩 변해 간다. 이름 뜻을 마음에 새기면서 그에 걸맞는 사람이 되려고 노력하는 아이들의 예쁜 모습이 담겨 있다.",좋은책신사고 좋은책어린이,2016,http://image.aladin.co.kr/product/9957/51/cover/8928315727_1.jpg,-10425,7,아동
277955211,257,9791160575101 ,5분만! 딱 5분만 더!,글·그림: 마르타 알테스 ;옮김: 노은정,순수한 아이 눈에 비친 '시간'의 의미와 순수한 느낌을 담은 독창적인 그림책이다. 사람들은 대개 아주 짧은 시간을 일컬을 때 '5분'이란 말을 사용하곤 한다. 하지만 아이에게 '5분'은 전혀 짧은 시간이 아니다. 아빠가 아주 잠깐이라고 여기는 '5분' 동안 아이는 많은 일을 할 수 있다고 생각한다.,이퍼블릭,2019,https://image.aladin.co.kr/product/19965/83/cover/k582635843_1.jpg,-10373,7,아동
277966170,440,9791190305884 ,(아이를 혼내기 전 읽어야 할) 엄마의 하브루타 대화법,김금선 지음,"20년 넘게 하브루타 대화법을 우리나라 부모들에게 알리기 위해 힘써 왔던 김금선 소장은 단순히 이론만이 아니라 자녀들을 키우면서 실제로 겪었던 갈등이나 어려움을 하브루타 대화법으로 풀어나가면서 더욱 그 중요성과 절실함을 느꼈다. 그리고 그 내용과 과정, 실행방법, 자녀와 겪은 구체적인 에피소드들을 이 책에 풀어냈다.",위즈덤하우스,2019,https://image.aladin.co.kr/product/21342/75/cover/k442636587_1.jpg,-10362,7,가정
277956620,477,9788968330315 ,(7가지 바른 생활 습관을 길러주는) 우리 아이 첫 종이접기,쓰고 만든이: 하세련,오감 발달에 좋은 종이접기를 아이의 생활 습관에 관한 테마와 접목해 아이와 놀이를 하며 자연스럽게 바른 생활 습관을 배울 수 있도록 돕는다. 종이를 접는 데에서 그치지 않고 만든 작품을 가지고 놀이 형식의 미션을 수행하면서 아이와 대화를 나눌 수 있도록 한다.,백도씨,2014,https://bookthumb-phinf.pstatic.net/cover/078/834/07883487.jpg?type=m1&udate=20170906,-10193,7,아동
